id,title,author,first_publish_year,rating,author_encoded,cluster
435,The  elephant's child,Rudyard Kipling,1900,4.0,21,0
436,Clouds of Witness,Dorothy L. Sayers,1926,4.0,13,0
437,Hija de la fortuna,Isabel Allende,1998,5.0,17,1
438,The Chamber,John Grisham,1994,5.0,31,1
439,Mockingjay,Suzanne Collins,2010,5.0,9,1
440,The Man in the Queue (Inspector Alan Grant #1),Josephine Tey,1927,4.0,8,0
441,The Fault in Our Stars,John Green,2010,4.13,6,4
442,Interview With the Vampire,Anne Rice,1976,4.0,23,4
443,An Occurrence at Owl Creek Bridge,Ambrose Bierce,1980,4.0,8,4
444,A Dream of John Ball,William Morris,1908,4.0,3,0
445,Jennie Gerhardt,Theodore Dreiser,1911,5.0,4,3
446,Herzog,Saul Bellow,1961,5.0,7,3
447,Diary of a provincial lady,E. M. Delafield,1930,5.0,1,3
448,Nada,Carmen Laforet,1945,4.0,1,0
449,Our Man in Havana,Graham Greene,1958,5.0,20,3
450,Los de abajo,Mariano Azuela,1927,4.0,1,0
451,La mala hora,Gabriel García Márquez,1962,5.0,13,3
452,Destination Unknown,Agatha Christie,1954,4.0,85,2
453,Madeleine,Ludwig Bemelmans,1920,4.0,5,0
454,Bag of Bones,Stephen King,1998,5.0,70,2
455,The sword in the stone,T. H. White,1938,4.0,6,0
456,Astérix le Gaulois,René Goscinny,1961,4.0,17,4
457,Native Son,Richard Wright,1940,4.03,1,0
458,"So long, and thanks for all the fish",Douglas Adams,1984,4.0,8,4
459,Flowers in the Attic,V. C. Andrews,1979,4.0,25,4
460,La tía Tula,Miguel de Unamuno,1921,4.0,4,0
461,The Assistant,Bernard Malamud,1957,5.0,5,3
462,Good Omens,Neil Gaiman,1990,5.0,15,1
463,Postern of Fate,Agatha Christie,1973,5.0,85,2
464,Partners in Crime,Agatha Christie,1963,5.0,85,2
465,The Runaway Bunny,Margaret Wise Brown,1942,4.0,7,0
466,The Price of Salt,Patricia Highsmith,1952,4.0,12,0
467,Men Like Gods,H. G. Wells,1923,5.0,24,3
468,Das Glasperlenspiel. Sonderausgabe,Hermann Hesse,1943,4.0,11,0
469,Skeleton crew,Stephen King,1985,4.0,70,2
470,Gaudy night,Dorothy L. Sayers,1935,4.0,13,0
471,The Partner,John Grisham,1997,4.0,31,4
472,Brighton rock,Graham Greene,1938,4.0,20,0
473,American Gods,Neil Gaiman,2001,4.11,15,4
474,The Martian,Andy Weir,2011,4.42,3,4
475,The Scarlet Plague,Jack London,1910,5.0,22,3
476,Green mansions,W. H. Hudson,1900,5.0,1,3
477,Childhood’s End,Arthur C. Clarke,1953,5.0,12,3
478,Voyage au bout de la nuit,Louis-Ferdinand Celine,1932,5.0,2,3
479,The Red House Mystery,A. A. Milne,1922,5.0,10,3
480,Retrato en sepia,Isabel Allende,2000,4.0,17,4
481,Midnight's Children,Salman Rushdie,1981,5.0,11,1
482,Memoirs of a Geisha,Arthur Golden,1997,4.16,1,4
483,Island of the Blue Dolphins,Scott O'Dell,1960,3.87,4,0
484,Captain Corelli's Mandolin,Louis de Bernières,1994,5.0,4,1
485,Lituma en los Andes,Mario Vargas Llosa,1993,4.0,16,4
486,"The tale of Samuel Whiskers, or, The roly-poly pudding",Beatrix Potter,1900,4.0,21,0
487,Os Maias,Eça de Queiroz,1900,5.0,7,3
488,Radetzkymarsch,Joseph Roth,1932,4.0,5,0
489,The Virginian,Owen Wister,1902,5.0,1,3
490,South Sea Tales,Jack London,1911,4.0,22,0
491,The Girl Who Loved Tom Gordon,Stephen King,1999,4.0,70,2
492,The War Chief,Edgar Rice Burroughs,1927,4.0,30,0
493,The Tailor of Gloucester,Beatrix Potter,1903,4.0,21,0
494,The Talented Mr. Ripley,Patricia Highsmith,1955,5.0,12,3
495,The Waste Lands,Stephen King,1991,5.0,70,2
496,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,1976,5.0,3,1
497,The Dispossessed,Ursula K. Le Guin,1974,5.0,15,1
498,Wizard and Glass,Stephen King,1997,4.0,70,2
499,The Adventures of Captain Underpants,Dav Pilkey,1997,5.0,22,1
500,Rodrick Rules,Jeff Kinney,2007,5.0,12,1
501,The Story of Ferdinand,Munro Leaf,1936,4.0,1,0
502,The mysterious Mr Quin,Agatha Christie,1930,4.0,85,2
503,The Haunted Bookshop,Christopher Morley,1919,5.0,2,3
504,La guerra del fin del mundo,Mario Vargas Llosa,1981,4.0,16,4
505,A Canticle for Leibowitz,Walter M. Miller Jr.,1959,5.0,1,3
506,A Confederacy of Dunces,John Kennedy Toole,1980,3.89,1,4
507,The Duel and Other Stories [8 stories],Антон Павлович Чехов,1916,5.0,13,3
508,Parnassus on Wheels,Christopher Morley,1917,4.0,2,0
509,Little Bear,Else Holmelund Minarik,1957,5.0,5,3
510,Собачье сердце,Михаил Афанасьевич Булгаков,1968,5.0,3,1
511,Cat's Cradle,Kurt Vonnegut,1963,5.0,11,3
512,Superfudge,Judy Blume,1972,5.0,17,1
513,The Nine Tailors,Dorothy L. Sayers,1934,5.0,13,3
514,The Eye of the World (The Wheel of Time Book 1),Robert Jordan,1990,5.0,15,1
515,Novels (Adventures of Huckleberry Finn / Adventures of Tom Sawyer),Mark Twain,1922,4.0,25,0
516,L'exil et le royaume,Albert Camus,1951,5.0,6,3
517,Manalive,Gilbert Keith Chesterton,1912,5.0,15,3
518,Ubik,Philip K. Dick,1969,4.0,18,4
519,A Streetcar Named Desire,Tennessee Williams,1947,3.98,3,0
520,The Mysterious Stranger and Other Stories (7 works),Mark Twain,1916,4.0,25,0
521,Airport,Arthur Hailey,1900,4.0,9,0
522,"Bliss, and other stories",Katherine Mansfield,1900,4.0,1,0
523,Tropic of Capricorn,Henry Miller,1939,4.0,3,0
524,The Velveteen Rabbit,Margery Williams Bianco,1900,4.31,1,0
525,The Chosen,Chaim Potok,1966,4.0,2,4
526,Berlin Alexanderplatz,Alfred Döblin,1929,4.0,2,0
527,Dune Messiah,Frank Herbert,1969,5.0,11,1
528,Triplanetary,E. D. Smith,1948,5.0,1,3
529,Doctor Faustus,Thomas Mann,1947,5.0,9,3
530,Sphere,Michael Crichton,1980,5.0,18,1
531,Down and Out in Paris and London,George Orwell,1933,4.0,10,0
532,The Plains of Passage,Jean M. Auel,1990,5.0,6,1
533,The Rainmaker,John Grisham,1995,4.0,31,4
534,Cat's Eye,Margaret Atwood,1988,5.0,15,1
535,The Golden Notebook,Doris Lessing,1962,4.0,8,4
536,Dragonflight,Anne McCaffrey,1968,4.0,25,4
537,The Edible Woman,Margaret Atwood,1969,4.0,15,4
538,The Haunting of Hill House,Shirley Jackson,1959,3.82,3,0
539,The Tombs of Atuan,Ursula K. Le Guin,1971,4.0,15,4
540,骆驼祥子,老舍,1945,4.0,1,0
541,The Tale of Mrs. Tiggy-Winkle,Beatrix Potter,1905,4.0,21,0
542,Random harvest,James Hilton,1941,4.0,1,0
543,The Five Red Herrings,Dorothy L. Sayers,1931,4.0,13,0
544,The Road,Cormac McCarthy,2006,3.99,6,4
545,The magic barrel,Bernard Malamud,1953,5.0,5,3
546,All the Light We Cannot See,Anthony Doerr,2014,4.31,2,4
547,The Snowy Day,Ezra Jack Keats,1962,4.0,3,4
548,Their Eyes Were Watching God,Zora Neale Hurston,1937,3.99,2,0
549,The Gruffalo's Child,Julia Donaldson,2004,5.0,14,1
550,The Centaur,Algernon Blackwood,1911,5.0,3,3
551,Ben-Hur,Lewis Wallace,1961,5.0,1,3
552,"Bartleby, the Scrivener",Herman Melville,1966,5.0,9,1
553,"Tarzan Triumphant (Ballantine 21909, #15)",Edgar Rice Burroughs,1931,4.0,30,0
554,The Yearling,Marjorie Kinnan Rawlings,1938,5.0,1,3
555,Night Shift,Stephen King,1960,4.0,70,2
556,The talisman,Stephen King,1925,5.0,70,2
557,The Stone Diaries,Carol Shields,1993,4.0,5,4
558,Jalna,Mazo de la Roche,1923,4.0,4,0
559,The power and the Glory,Graham Greene,1940,4.0,20,0
560,Journal d'un curé de campagne,Georges Bernanos,1936,5.0,2,3
561,El general en su laberinto,Gabriel García Márquez,1989,5.0,13,1
562,Make Way for Ducklings,Robert McCloskey,1941,5.0,2,3
563,Astérix et Cléopâtre,René Goscinny,1965,4.0,17,4
564,Where's Spot?,Eric Hill,1980,5.0,2,1
565,The ballad of the white horse,Gilbert Keith Chesterton,1911,5.0,15,3
566,Saving Faith,David Baldacci,1999,4.0,36,4
567,The Ugly American,William J. Lederer,1958,5.0,1,3
568,A kidnapped Santa Claus,L. Frank Baum,1969,5.0,18,1
569,Memoirs of a Fox-Hunting Man,Siegfried Sassoon,1928,4.0,1,0
570,The Andromeda Strain,Michael Crichton,1969,4.0,18,4
571,The Hundred and One Dalmatians,Dodie Smith,1956,4.0,2,0
572,Just so stories for little children. Stalky & Co.,Rudyard Kipling,1902,5.0,21,3
573,My Secret Life,Walter,1966,5.0,1,1
574,Four Past Midnight,Stephen King,1990,5.0,70,2
575,Shutter Island,Dennis Lehane,2003,4.13,13,4
576,Timeline,Michael Crichton,1999,5.0,18,1
577,Prey,Michael Crichton,2002,4.0,18,4
578,Heart is a lonely hunter,Carson McCullers,1940,4.0,3,0
579,The Remains of the Day,Kazuo Ishiguro,1989,4.14,8,4
580,The Singing Sands (Inspector Alan Grant #6),Josephine Tey,1952,4.0,8,0
581,Sylvester and the magic pebble,William Steig,1969,5.0,9,1
582,The Phantom Tollbooth,Norton Juster,1961,4.2,1,4
583,Little Fuzzy,H. Beam Piper,1961,5.0,4,3
584,A Coffin for Dimitrios,Eric Ambler,1939,4.0,10,0
585,Christine,Stephen King,1983,5.0,70,2
586,The Star Rover,Jack London,1915,4.0,22,0
587,Artemis Fowl and the Eternity Code,Eoin Colfer,2003,5.0,13,1
588,Graustark,George Barr McCutcheon,1901,4.0,5,0
589,El Aleph,Jorge Luis Borges,1949,4.0,5,0
590,When we were very young,A. A. Milne,1924,5.0,10,3
591,The Hunt for Red October,Tom Clancy,1984,5.0,12,1
592,Surfacing,Margaret Atwood,1972,5.0,15,1
593,Neuromancer,William Gibson,1984,5.0,8,1
594,The Little Tin Soldier,Hans Christian Andersen,1900,5.0,9,3
595,"Ramona Quimby, Age 8",Beverly Cleary,1981,4.0,24,4
596,"Are You There God? It's Me, Margaret.",Judy Blume,1970,5.0,17,1
597,"Right Ho, Jeeves",P. G. Wodehouse,1934,4.0,32,0
598,"Tarzan, Lord of the Jungle (Tarzan, Book 11)",Edgar Rice Burroughs,1928,4.0,30,0
599,The Watsons,Jane Austen,1923,4.0,14,0
600,Chance,Joseph Conrad,1913,4.0,21,0
601,Doce cuentos peregrinos,Gabriel García Márquez,1992,5.0,13,1
602,Sunshine sketches of a little town,Stephen Leacock,1900,5.0,1,3
603,The Day of the Triffids,John Wyndham,1951,5.0,5,3
604,Der Schatz der Sierra Madre,B. Traven,1927,5.0,3,3
605,4 Plays (Вишнёвый сад / Дядя Ваня / Три сестры / Чайка),Антон Павлович Чехов,1946,4.0,13,0
606,The Testament,John Grisham,1999,4.0,31,4
607,The Farthest Shore,Ursula K. Le Guin,1972,4.0,15,4
608,The Collector,John Fowles,1963,4.0,4,4
609,As I Lay Dying,William Faulkner,1915,3.72,12,0
610,Eragon,Christopher Paolini,1998,5.0,3,1
611,The Story of Little Black Sambo,Helen Bannerman,1900,4.0,1,0
612,La planète des singes,Pierre Boulle,1963,4.0,2,4
613,The Chronicles of Narnia,C.S. Lewis,1970,4.0,14,4
614,Room on the Broom,Julia Donaldson,2001,4.0,14,4
615,Burmese Days,George Orwell,1934,5.0,10,3
616,Alexander's bridge,Willa Cather,1912,4.0,9,0
617,Giovanni's Room,James Baldwin,1956,5.0,6,3
618,The Giraffe and the Pelly and Me,Roald Dahl,1985,5.0,22,1
619,Stardust,Neil Gaiman,1997,4.1,15,4
620,Cell,Stephen King,2006,5.0,70,2
621,"Escape on Venus (Carson Napier Adventures #4) (Ace SF Classic, 21561)",Edgar Rice Burroughs,1946,4.0,30,0
622,Anna of the Five Towns,Arnold Bennett,1902,5.0,8,3
623,So Big,Edna Ferber,1920,4.0,4,0
624,The Eagle Has Landed,Jack Higgins,1975,5.0,3,1
625,The Custom of the Country,Edith Wharton,1900,5.0,9,3
626,Have his carcase,Dorothy L. Sayers,1932,4.0,13,0
627,Seventeen,Booth Tarkington,1916,5.0,5,3
628,Иванов,Антон Павлович Чехов,1923,4.0,13,0
629,The Four Million,O. Henry,1906,4.0,6,0
630,War and remembrance,Herman Wouk,1978,5.0,9,1
631,The End of Eternity,Isaac Asimov,1955,5.0,25,3
632,The mirror of the sea,Joseph Conrad,1906,5.0,21,3
633,A Clash of Kings,George R. R. Martin,1998,4.0,10,4
634,The Fountainhead,Ayn Rand,1943,3.89,4,0
635,Julie of the Wolves,Jean Craighead George,1972,5.0,2,1
636,The Dark Half,Stephen King,1989,5.0,70,2
637,The Five People You Meet in Heaven,Mitch Albom,2003,4.0,5,4
638,Tintenherz,Cornelia Funke,2003,5.0,5,1
639,Vios ke Politia tou Alexi Zorba,Nikos Kazantzakis,1952,5.0,5,3
640,"I, Claudius",Robert Graves,1934,5.0,3,3
641,No Highway,Nevil Shute,1948,4.0,8,0
642,"The Secret Diary of Adrian Mole, Aged 13 3/4",Sue Townsend,1982,5.0,3,1
643,The Celestine Prophecy - An Adventure,James Redfield,1993,5.0,3,1
644,Psmith Journalist,P. G. Wodehouse,1915,4.0,32,0
645,An Unsuitable Job for a Woman,P. D. James,1972,5.0,19,1
646,Astérix Gladiateur,René Goscinny,1964,5.0,17,3
647,Petals on the Wind,V. C. Andrews,1980,5.0,25,1
648,Something Wicked This Way Comes,Ray Bradbury,1962,3.9,9,4
649,Poirot's Early Cases,Agatha Christie,1963,5.0,85,2
650,Žert,Milan Kundera,1967,5.0,12,1
651,1st to Die,James Patterson,2001,4.0,101,2
652,Different Seasons,Stephen King,1982,4.36,70,2
653,Everything's Eventual. 14 Dark Tales,Stephen King,2002,4.0,70,2
654,Harriet the Spy,Louise Fitzhugh,1960,5.0,2,3
655,The Children of Húrin,J.R.R. Tolkien,2001,4.0,14,4
656,Frog and Toad Are Friends,Arnold Lobel,1920,5.0,9,3
657,The Danger Mark,Robert W. Chambers,1909,5.0,2,3
658,Yu-Gi-Oh!,Kazuki Takahashi,1997,5.0,1,1
659,Bonheur d'occasion,Gabrielle Roy,1945,4.0,1,0
660,The Day of the Locust,Nathanael West,1939,4.0,3,0
661,The Prime of Miss Jean Brodie,Muriel Spark,1961,4.0,3,4
662,Mort,Terry Pratchett,1987,4.0,54,2
663,The Light Fantastic,Terry Pratchett,1986,5.0,54,2
664,Go Tell It on the Mountain,James Baldwin,1952,5.0,6,3
665,Swallows and Amazons,Arthur Michell Ransome,1930,5.0,2,3
666,The Street Lawyer,John Grisham,1989,4.0,31,4
667,Cover Her Face,P. D. James,1962,4.0,19,4
668,Red Dragon,Thomas Harris,1981,4.0,5,4
669,The Joy Luck Club,Amy Tan,1989,3.97,4,4
670,Starship Troopers,Robert A. Heinlein,1959,4.01,28,0
671,Тихий Дон,Mikhail Aleksandrovich Sholokhov,1900,4.0,2,0
672,A Painted House,John Grisham,2000,4.0,31,4
673,Esio Trot,Roald Dahl,1990,5.0,22,1
674,The Long Haul,Jeff Kinney,2000,5.0,12,1
675,The Mouse and the Motorcycle,Beverly Cleary,1965,5.0,24,1
676,The scapegoat,Daphne du Maurier,1900,4.0,6,0
677,La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,Gabriel García Márquez,1972,5.0,13,1
678,Reptile Room,Lemony Snicket,1999,5.0,14,1
679,Jaws,Peter Benchley,1973,5.0,2,1
680,The Grass Harp,Truman Capote,1951,5.0,6,3
681,The Tommyknockers,Stephen King,1985,5.0,70,2
682,The dark is rising,Susan Cooper,1972,4.0,7,4
683,"Cry, the Beloved Country",Alan Paton,1940,3.92,1,0
684,Jonathan Livingston Le Goeland,Richard Bach,1970,5.0,2,1
685,Cold Comfort Farm,Stella Gibbons,1932,5.0,1,3
686,Passing,Nella Larsen,1929,5.0,1,3
687,Invisible Man,Ralph Ellison,1952,3.92,1,0
688,The Caves of Steel,Isaac Asimov,1953,4.0,25,0
689,Dinosaurs Before Dark,Mary Pope Osborne,1992,5.0,28,1
690,"Absalom, Absalom!",William Faulkner,1936,3.98,12,0
691,Livro do desassossego,Fernando Pessoa,1900,4.0,1,0
692,"Winesburg, Ohio",Sherwood Anderson,1919,4.0,1,0
693,Winnie the witch,Valerie Thomas,1987,5.0,2,1
694,The Tale of Tom Kitten,Beatrix Potter,1907,4.0,21,0
695,The Grand Babylon Hotel,Arnold Bennett,1902,4.0,8,0
696,Typhoon,Joseph Conrad,1902,5.0,21,3
697,Двенадцать стульев,Илья Арнольдович Ильф,1938,4.0,1,0
698,The Shell Seekers,Rosamunde Pilcher,1920,4.19,12,0
699,Ein Haus in Irland,Maeve Binchy,1988,5.0,19,1
700,Zoya,Danielle Steel,1980,5.0,30,1
701,L’Espoir,André Malraux,1937,5.0,2,3
702,Goodbye to Berlin,Christopher Isherwood,1939,5.0,5,3
703,The Adventure of the Speckled Band,Arthur Conan Doyle,1912,4.0,24,0
704,Insomnia,Stephen King,1994,5.0,70,2
705,The God of Small Things,Arundhati Roy,1997,3.96,2,4
706,Le parfum de la dame en noir,Gaston Leroux,1908,5.0,3,3
707,A Lost Lady,Willa Cather,1923,5.0,9,3
708,Dandelion Wine,Ray Bradbury,1946,4.09,9,0
709,The Bluest Eye,Toni Morrison,1970,4.12,10,4
710,Looking for Alaska,John Green,2005,3.96,6,4
711,Cabin Fever,Jeff Kinney,2007,5.0,12,1
712,Americanah,Chimamanda Ngozi Adichie,1969,5.0,4,1
713,Bekenntnisse des Hochstaplers Felix Krull,Thomas Mann,1924,5.0,9,3
714,La hojarasca,Gabriel García Márquez,1954,5.0,13,3
715,The King Must Die,Mary Renault,1952,4.0,6,0
716,The Black Tower,P. D. James,1975,4.0,19,4
717,The Purple Cloud,M. P. Shiel,1901,4.0,1,0
718,Gerald's Game,Stephen King,1992,5.0,70,2
719,Tom's Midnight Garden,Philippa Pearce,1958,5.0,1,3
720,Rose Madder,Stephen King,1995,5.0,70,2
721,Guards! Guards!,Terry Pratchett,1989,5.0,54,2
722,Unnatural Death,Dorothy L. Sayers,1927,4.0,13,0
723,El hablador,Mario Vargas Llosa,1987,5.0,16,1
724,Tales of a Fourth Grade Nothing,Judy Blume,1972,5.0,17,1
725,On the Banks of Plum Creek,Laura Ingalls Wilder,1937,5.0,9,3
726,Freckles,Gene Stratton-Porter,1904,5.0,6,3
727,Circle of Friends,Maeve Binchy,1990,5.0,19,1
728,Unfinished Tales of Númenor and Middle-earth,J.R.R. Tolkien,1980,4.0,14,4
729,Bring Up the Bodies,Hilary Mantel,2012,5.0,6,1
730,Roseanna,Maj Sjöwall,1967,4.0,10,4
731,Hearts in Atlantis,Stephen King,1998,4.0,70,2
732,Whirligigs,O. Henry,1910,4.0,6,0
733,The Crisis,Winston Churchill,1901,4.0,2,0
734,Youth,Joseph Conrad,1900,4.0,21,0
735,Die unendliche Geschichte,Michael Ende,1979,5.0,3,1
736,ノルウェイの森,村上春樹,1987,5.0,13,1
737,Wonder,R. J. Palacio,2001,5.0,1,1
738,Because of Winn-Dixie,Kate DiCamillo,2000,4.1,6,4
739,El Zorro,Isabel Allende,2005,5.0,17,1
740,Verlorene Ehre der Katharina Blum,Heinrich Böll,1974,4.0,2,4
741,The First Circle,Александр Исаевич Солженицын,1968,5.0,4,1
742,Where the Red Fern Grows,Wilson Rawls,1961,4.12,1,4
743,Origin,Dan Brown,2013,4.0,6,4
744,The Man from St. Petersburg,Ken Follett,1982,5.0,20,1
745,Farmer Giles of Ham,J.R.R. Tolkien,1949,4.0,14,0
746,A Certain Justice,P. D. James,1997,5.0,19,1
747,Killing floor,Lee Child,1997,4.0,24,4
748,The Foundation Trilogy,Isaac Asimov,1950,5.0,25,3
749,Trollkarlens hatt,Tove Jansson,1950,5.0,9,3
750,When Hitler stole Pink Rabbit,Judith Kerr,1971,4.0,4,4
751,Män som hatar kvinnor,Stieg Larsson,2005,5.0,3,1
752,"Golden Fleece and the Heroes Who Lived Before Achilles, The",Padraic Colum,1921,5.0,1,3
753,La Petite Sirene (French Well Loved Tales),Hans Christian Andersen,1935,5.0,9,3
754,Death of a Expert Witness,P. D. James,1977,5.0,19,1
755,Unnatural Causes,P. D. James,1900,4.0,19,0
756,Rendezvous with Rama,Arthur C. Clarke,1973,4.0,12,4
757,I am Legend,Richard Matheson,1954,5.0,3,3
758,Studs Lonigan,James T. Farrell,1932,4.0,2,0
759,Tortilla Flat,John Steinbeck,1935,4.0,18,0
760,El Club Dumas,Arturo Pérez-Reverte,1993,4.0,14,4
761,The Black Moth,Georgette Heyer,1921,5.0,23,3
762,Rising Sun,Michael Crichton,1991,5.0,18,1
763,Intensity,Dean Koontz,1987,4.0,48,4
764,Wild Swans,Jung Chang,1991,4.0,1,4
765,The Shipping News,Annie Proulx,1993,3.88,6,4
766,Middlesex,Jeffrey Eugenides,2002,4.04,3,4
767,Ramona the Pest,Beverly Cleary,1968,5.0,24,1
768,Old School,Jeff Kinney,1997,5.0,12,1
769,Green Eggs and Ham,Dr. Seuss,1960,4.31,16,0
770,The Tiger in the Smoke,Margery Allingham,1952,4.0,14,0
771,Dear Mr. Henshaw,Beverly Cleary,1983,4.0,24,4
772,Sula,Toni Morrison,1973,4.0,10,4
773,Cricket in Times Square,George Selden,1960,5.0,1,3
774,Five Go Adventuring Again,Enid Blyton,1943,5.0,38,3
775,The Rainbow Trail,Zane Grey,1915,5.0,8,3
776,The Bell,Iris Murdoch,1958,5.0,9,3
777,The Financier,Theodore Dreiser,1912,4.0,4,0
778,The moon is a harsh mistress,Robert A. Heinlein,1965,4.0,28,4
779,Adventure,Jack London,1911,4.0,22,0
780,The Son of Tarzan,Edgar Rice Burroughs,1916,5.0,30,3
781,The King of Torts,John Grisham,1999,4.0,31,4
782,The unpleasantness at the Bellona Club,Dorothy L. Sayers,1928,4.0,13,0
783,A View from the Bridge,Arthur Miller,1955,4.0,4,0
784,Whiteoaks of Jalna,Mazo de la Roche,1929,5.0,4,3
785,Aspects of the novel,Edward Morgan Forster,1927,5.0,7,3
786,Mystic river,Dennis Lehane,2001,4.0,13,4
787,Michael Kohlhaas,Heinrich von Kleist,1902,5.0,1,3
788,Sex and the City,Candace Bushnell,1996,4.0,7,4
789,El Honor del Silencio,Danielle Steel,1996,5.0,30,1
790,Inés del alma mía,Isabel Allende,2006,5.0,17,1
791,Relato de un náufrago,Gabriel García Márquez,1970,5.0,13,1
792,Shroud for a Nightingale,P. D. James,1971,5.0,19,1
793,Our Mr. Wrenn (The Romantic Adventures of A Gentle Man),Sinclair Lewis,1914,4.0,7,0
794,A Thousand Splendid Suns,Khaled Hosseini,2007,4.45,3,4
795,Mostly Harmless,Douglas Adams,1991,5.0,8,1
796,Frog and Toad Together,Arnold Lobel,1971,5.0,9,1
797,The Battle of the Labyrinth,Rick Riordan,2005,5.0,18,1
798,Last Man Standing,David Baldacci,2001,5.0,36,1
799,Caddie Woodlawn,Carol Ryrie Brink,1935,5.0,1,3
800,Runaway Ralph,Beverly Cleary,1970,5.0,24,1
801,Double Down,Jeff Kinney,2007,5.0,12,1
802,Bridget Jones,Helen Fielding,1999,4.0,4,4
803,La ciudad de las bestias,Isabel Allende,2002,5.0,17,1
804,La verdad sobre el caso Savolta,Eduardo Mendoza,1975,5.0,1,1
805,With the Turks in Palestine,Alexander Aaronsohn,1916,5.0,1,3
806,The Wide Window,Lemony Snicket,2000,5.0,14,1
807,The House with the Green Shutters,George Douglas Brown,1901,4.0,1,0
808,The emperor's new clothes,Hans Christian Andersen,1945,4.0,9,0
809,The King's General,Daphne du Maurier,1900,5.0,6,3
810,Atlas Shrugged,Ayn Rand,1936,3.69,4,0
811,The Flying Inn,Gilbert Keith Chesterton,1914,5.0,15,3
812,The Grass is Singing,Doris Lessing,1950,4.0,8,0
813,If There Be Thorns,V. C. Andrews,1981,5.0,25,1
814,Joseph und seine Brüder,Thomas Mann,1934,5.0,9,3
815,First Among Equals,Jeffrey Archer,1984,4.0,24,4
816,The Winds of War,Herman Wouk,1971,5.0,9,1
817,The Long Winter,Laura Ingalls Wilder,1940,4.0,9,0
818,The Hate U Give,Angie Thomas,2017,5.0,1,1
819,Corduroy,Don Freeman,1968,4.0,2,4
820,Frederick,Leo Lionni,1963,5.0,8,3
821,Tale of Despereaux,Kate DiCamillo,2003,5.0,6,1
822,Mary Wakefield,Mazo de la Roche,1949,5.0,4,3
823,Kareshi Kanojo no jijou,Masami Tsuda,2002,5.0,1,1
824,Maria Chapdelaine,Louis Hémon,1916,4.0,1,0
825,Dragonquest,Anne McCaffrey,1971,4.0,25,4
826,Call It Courage,Armstrong Sperry,1940,5.0,1,3
827,Baby Einstein,Julie Aigner-Clark,2001,5.0,1,1
828,The Naked Sun,Isaac Asimov,1954,4.0,25,0
829,The Brethren,John Grisham,2000,5.0,31,1
830,Memento Mori,Muriel Spark,1958,4.0,3,0
831,"Other Voices, Other Rooms",Truman Capote,1948,5.0,6,3
832,Equal Rites,Terry Pratchett,1987,4.0,54,2
833,The simple truth,David Baldacci,1998,4.0,36,4
834,The Skull Beneath the Skin,P. D. James,1982,4.0,19,4
835,The English Patient,Michael Ondaatje,1992,3.86,4,4
836,2nd Chance,James Patterson,2002,5.0,101,2
837,The Glass Menagerie,Tennessee Williams,1945,3.73,3,0
